Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
North End,1,,42.3634,-71.0542,,141-143 Richmond St,,Vinoteca di Monica,Restaurant,,,,,"<div style=""text-align:left;""><strong>About Us</strong><br/><br/>Just steps away from Hanover Street, we have an award winning wine cellar filled with Italian selections. The kitchen compliments the wine list with regional Italian recipes. With a large dining room, comfortable lounge and full bar, the Vinoteca lends itself to any occasion.</div>",https://www.monicasboston.com/
Hingham Harbor,1,,42.24424,-70.88291,,3 Green St,,The Hermit On Green Street,Boutique,,,,,"Discover the charm of The Hermit on Green Street, a captivating gift shop that is now open! Located in the quaint coastal town of Hingham, MA, The Hermit features carefully curated assortment of antiques, art pieces, locally sourced goods, and a diverse selection of both contemporary and vintage books. Don't miss our cozy work nook, a sanctuary for creativity nestled among our treasures.<br/><br/>Parking available on Water Street, Green Street, as well as the Hingham Station Street Lot.",https://www.thehermitongreenstreet.com/
Hingham High St HM,1,,42.21702,-70.88591,Cape Cod,589 Main St,,Leavitt Tower,Tower,"1,226,200",1762,2883,0.51,1761 home. Leavitt was the son of Cooper Isaiah Tower (1766-1807); specialized in barrel covers; his stamp on goods was L. Tower.,https://www.zillow.com/homedetails/589-Main-St-Hingham-MA-02043/56641366_zpid/
North End,1,,42.36274,-71.05565,,218 Hanover St,,CVS North End,,,,,,"<div style=""text-align:left;"">You may need some Tums or Pepto after you rich Italian dinner.</div>",https://www.cvs.com/store-locator/boston-ma-pharmacies/218-hanover-street-boston-ma-02113/storeid=1900?WT.mc_id=LS_GOOGLE_FS_1900
Hingham Square,1,,42.24264,-70.88867,,110-112 North St,,Larsen Mortgage,Mortgage,,,,,"From Donald Larsen's About page: ""As a mortgage branch manager right here in Hingham, I work with you to help you find the right mortgage for your unique situation.<br/><br/>You probably have lots of questions. How much house can I really afford? Which type of mortgage best fits my needs? I can help you answer questions like that and I've worked with lots of people in and around Hingham with home financing needs similar to yours.</br/><br/>I'm proud to work for a reputable bank like U.S. Bank, and you can trust me to do what's right for you. So give me a call at 617.603.7917.""",https://mortgage.usbank.com/ma-hingham-donald-larsen
Hingham High St HM,1,,42.21772,-70.88635,Colonial Revival/Gambrel,577 Main St,,unknown (577),unknown,"1,166,600",1960,2399,0.5,,https://www.zillow.com/homedetails/577-Main-St-Hingham-MA-02043/56641358_zpid/
Hingham Center HM,1,,42.23912,-70.88309,Colonial,183 Main St,,Thomas Loring,Loring,"1,934,200",1740,2636,0.23,"Born at Duxbury April 12, 1725; married October 1, 1750, Zilpah, daughter of Capt. Robert and Sarah (Stetson) Bradford, of Kingston, born April 6, 1728, died February 16, 1796.<br/><br/>He removed to Plympton; ""bought a farm by the lowermost mill seat on the Winnatuxet River"" and was part owner of the grist mill there.<br/><br/>He and his wife were of the church of Plympton and much respected. He served in the Canadian expedition in 1759, in Capt. John Wadsworth's company.<br/><br/>He died in 1804. His children were Joshua Loring (1751), Melzar Loring (1755) and Simeon Loring (1762).",https://www.realtor.com/realestateandhomes-detail/183-Main-St_Hingham_MA_02043_M32049-09404
West Hingham HM,1,,42.24114,-70.90164,Greek Revival,299 North St,,Jeremiah Lane,Lane,"1,598,100",1752,3048,0.47,"Born in Hingham, Suffolk, Massachusetts, USA on 1710 to Ephraim Lane and Elizabeth Beal. Jeremiah married Jane James and had 8 children. He passed away on 22 Nov 1790 in Hingham, Suffolk, Massachusetts, USA.",https://www.zillow.com/homedetails/299-North-St-Hingham-MA-02043/56639100_zpid/
North Scituate,1,,42.21927,-70.78602,,384 Gannett Rd,,Scituate Pharmacy,Pharmacy,,,,,"<strong>About <i>Good Neighbor Pharmacy</i></strong><br/><br/>
Personalized care that goes well beyond simply filling prescriptions<br/><br/>
Are you looking for a pharmacy that does more than just hand you a prescription in a paper bag? A pharmacist who knows you and your family members on a first-name basis? A healthcare destination where you can get personalized care from people who go the extra mile for you? Good Neighbor Pharmacy® is a family of locally owned, locally loved, independent pharmacies who provide exactly that every day. Each store is as unique as the communities they serve and that’s what local business is all about.<br/><br/>
The owners and staff at every Good Neighbor Pharmacy understand that patient care is more than just quick prescription fills. Your local Good Neighbor Pharmacy will provide you with tailored care to help you manage your overall wellness from head to toe. Whether you have questions about your medications or your medical conditions, you can sit down with someone who will give you the attention you deserve and take the time to get to the bottom of your concerns — just like a good neighbor should.",https://www.mygnp.com/pharmacies/scituate-pharmacy-scituate-ma-02066/
Hingham,1,,42.2424,-70.8922,,181 North St,,Benjamin Lincoln House,,,,,,"""The Benjamin Lincoln House, at 181 North Street, in Hingham, stands in the heart of one of New England’s most historic towns—as it has for over 350 years. Its most famous resident, Major General Benjamin Lincoln, 1733-1810, was the fourth Lincoln to own the house that his great-grandfather Thomas built around 1665. Remarkably, for an additional seven generations after General Lincoln, spanning another 200 years, the Lincoln family continued to call his house home.""",https://hinghamhistorical.org/benjamin-lincoln-house/
Hingham Harbor,1,,42.2454817,-70.88476,,3 Otis St,,Redeye Coffee Roasters,Coffee,,,,,"<strong>About Us</strong><br/><br/>
We love coffee, and like any overly-­involved parent, we want our coffee to be the best damn coffee out there. So, years ago­ from the comfort of our home,­ we began to roast. What began as a hobby quickly evolved into a mission. Hour after hour, day after day, we romanced flavors from the most carefully planted, tended, and processed beans out there. Today our passion project is known as Redeye Coffee Roasters, and it is the only artisan roastery and café in south suburban Boston.<br/><br/>
Every day, we roast in pursuit of perfection. We spend our time fiddling, tweaking and tasting until we are absolutely satisfied with the flavor. We brew with that same level of care, choosing carefully from our­ outrageously superior arsenal of coffee makers.<br/><br/>
Now, we can’t promise that a cup of our coffee will shake you to the core, or alter your perception of the known universe. What we can promise you is a vibrantly flavored, flawlessly frothed, top-­notch cup of liquid happiness. Plus, great company and a killer ocean view.",http://redeyeroasters.com/
Reeds Corner,1,,42.2198425,-70.799279,,812 Chief Justice Cushing Hwy,,King Jewelers,Jeweler,,,,,"<div style='text-align:center;font-size:18px;font-weight:900;'>Our Story</div><br/><div style='text-align:left;font-size:12px;font-weight:500;'>Over one hundred years of exceptional service and quality has made King Jewelers the South Shore’s premier destination for diamonds and fine jewelry. An independent family-owned business, King Jewelers has provided outstanding quality, elegant selections, distinct designs and unsurpassed expertise to generations in New England.<br/><br/>It all began with a vision in 1921 when Forrest King, the founder of King Jewelers, had a vision to open a jewelry store unlike any other. His quest to be unique was soon achieved when his son, Forrest King, Jr., designed and patented the first earring jacket. (shown to the right). He later complimented his father’s vision with distinct designs, unsurpassed quality and dedication. Today, King Jewelers is operated by third and fourth generations of the King family. Daughters, Valerie and Victoria, passionately preserve the vision and values of their father and grandfather by blending elegance and tradition with their timeless labor of love.<br/><br/>Family values and community are firmly planted within the King family. Their philanthropic efforts are heartfelt and often demonstrated by the fundraisers they hold concurrently with business events. Their sense of community is always on display in their gallery and often represented by the designs of local artists. A visit to King Jewelers will reveal creations of local designers and internationally renowned couture artisans. Classic jewelry blends with exclusively original items all made with the finest materials and workmanship and chosen with the most discerning eye for value and style.<br/><br/>Whichever way you look at it — whether you prefer timelessly traditional or cutting edge couture — the collection at King Jewelers is first class.<br/><br/>We hope you have an opportunity to visit us when you are on the South Shore and Cape Cod.</div>",http://kingjewelersinc.com/
Downtown Boston,1,,42.36186,-71.05675,,151 Hanover St,,Kala Thai Cookery,,,,,,"<div style=""text-align:left;""><strong>Located in Downtown Boston, Kala Thai Cookery is the purveyor of fine Thai Cuisine  from the esteemed Chef Manita Bunnagitkarn.</strong><br/><br/>Kala Thai Cookery opened in August 2018 and is located at Downtown Boston. This is renowned chef Manita Bunnagitkarn’s 2nd restaurant after her incredible success with her first restaurant Cha Yen Thai Cookery which is located in Watertown, Ma. With a degree from Johnson & Wales and training under Todd English, Manita Bunnagitkarn could very well have gravitated towards fine dining. Lucky for us, the skilled chef set up shop in a concentrate on MSG-free, made-to-order Thai food.</div>",https://www.kalaboston.com/
North End,1,,42.36287,-71.05505,,233 Hanover St,,Tresca,Restaurant,,,,,"<div style=""text-align:center;"">Tresca Restaurant combines the Italian tradition of hospitality with food that comforts and welcomes its guests. Italians are renowned for their hospitality or “Ospitalita” and Executive Chef Rich Ansara along with Ray Bourque and the staff bring these traditions to Tresca. Reservations highly recommended!</div>",https://trescanorthend.com/
Fearing Farm HM,1,,42.24477,-70.89339,Cape Cod,45 Lincoln St,,Job Lincoln (45),Lincoln,"2,498,300",1757,3500,0.73,"John Todd was a former owner of this home, and the Hingham Journal described him this way on Oct. 6, 1893:<br/><br/>
<i>""Sixty years ago, in October, 1833, a young man came to Hingham to seek his fortune & establish himself in business at Broad Bridge. For sixty years, uninterruptedly, he has continued there in the same business, & is today as youthful in feelings, as sprightly in step, as erect in body as any of his younger neighbors.""</i><br/><br/>
Ten years earlier on May 18, the journal featured a beautifully written article about an act of vandalism titled ""A Mean Piece of Work.""<br/><br/>
<i>""A singular piece of vandalism was committed last Sunday evening. It is supposed by boys, which for outright deviltry and wanton destruction of property certainly exceeds anything we have been called upon to chronicle for a long time.<br/><br/>
The premises of Miss Dora Wilder & Messrs. John D. Gates & John Todd on Lincoln Street were visited by a set of hoodlums who tore off their front gates & carried them to the stone wall in front of the property of Capt. H.W. Burditt & deliberately broke them against the wall & there left them. The gates of Capt. Burditt were also taken off & carried away, but they were afterward found. In passing the house of Bela Remington, farther down the street, the rascals threw stones directly through the windows of his house, alarming the family, who upon investigation found their windows broken & stones which had done the mischief on the floor. The person or persons who perpetrated these acts should be severely dealt with if detected, & we trust that measures will at once be taken to find out who the parties are.""</i>
",https://www.zillow.com/homedetails/45-Lincoln-St-Hingham-MA-02043/56638314_zpid/
